index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
8401,408-0980231-8189931,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,744,Ntpc DADRI,UTTAR PRADESH,201008,IN,FALSE,Easy Ship
8402,402-5178769-8651536,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,568,Mumbai.,MAHARASHTRA,400003,IN,FALSE,Easy Ship
8404,406-3421894-3244314,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,801,ALLAHABAD,UTTAR PRADESH,211011,IN,FALSE,Easy Ship
8406,408-1071321-3357916,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,0,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
8410,405-6950525-4658710,04-25-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,420.96,LIMKHEDA,Gujarat,389130,IN,FALSE,Easy Ship
8414,405-5080240-0317153,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,474,MUMBAI,MAHARASHTRA,400009,IN,FALSE,Easy Ship
8419,406-4012915-1442711,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,459,AMRITSAR,PUNJAB,143001,IN,FALSE,Easy Ship
8420,407-9662321-4944347,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,459,mumbai,MAHARASHTRA,400024,IN,FALSE,Easy Ship
8422,403-4702041-2458738,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,458,HYDERABAD,TELANGANA,500008,IN,FALSE,Easy Ship
8423,406-6558390-4810761,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,599,RANIKHET,UTTARAKHAND,263645,IN,FALSE,Easy Ship
8425,404-5191365-4395551,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,BENGALURU,KARNATAKA,560016,IN,FALSE,Easy Ship
8429,402-2424238-0677132,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,487,TIRUPATI,ANDHRA PRADESH,517501,IN,FALSE,Easy Ship
8435,171-6280068-2591508,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,376,PALLICHAL,KERALA,695528,IN,FALSE,Easy Ship
8436,402-6285212-2457105,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,654,NEW DELHI,DELHI,110054,IN,FALSE,Easy Ship
8437,402-9246203-6530756,04-25-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,471.43,Sakhinetipalli,ANDHRA PRADESH,533251,IN,FALSE,Easy Ship
8439,408-1709180-2585943,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,476,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201308,IN,FALSE,Easy Ship
8440,408-1709180-2585943,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,455,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201308,IN,FALSE,Easy Ship
8441,408-1709180-2585943,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,477,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201308,IN,FALSE,Easy Ship
8442,408-1709180-2585943,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,477,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201308,IN,FALSE,Easy Ship
8443,408-2751634-7276321,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,631,DEOGHAR,JHARKHAND,814112,IN,FALSE,Easy Ship
8444,403-0773075-7806743,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,540,CHANDIGARH,CHANDIGARH,160036,IN,FALSE,Easy Ship
8445,403-1799806-8563541,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,654,FARRUKHABAD,UTTAR PRADESH,209625,IN,FALSE,Easy Ship
8449,408-6917473-8736309,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,0,MORADABAD,UTTAR PRADESH,244001,IN,FALSE,Easy Ship
8450,404-1404700-0045125,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,459,BENGALURU,KARNATAKA,560103,IN,FALSE,Easy Ship
8452,408-7088640-6249966,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,825,BENGALURU,KARNATAKA,560103,IN,FALSE,Easy Ship
8456,402-8669098-6133126,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,597,THANE,MAHARASHTRA,400605,IN,FALSE,Easy Ship
8458,402-5261908-8841155,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,477,MUNGELI,CHHATTISGARH,495334,IN,FALSE,Easy Ship
8460,403-7212509-1069120,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,852,Noida,UTTAR PRADESH,201301,IN,TRUE,Easy Ship
8462,406-3161960-8459532,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1115,GREATER NOIDA,UTTAR PRADESH,201308,IN,FALSE,Easy Ship
8466,171-2160804-9094765,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1126,KANPUR,UTTAR PRADESH,208001,IN,FALSE,Easy Ship
8468,171-6407177-8453103,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,597,DAPOLI,MAHARASHTRA,415712,IN,FALSE,Easy Ship
8471,408-6204321-3609130,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1126,BEGUSARAI,BIHAR,851101,IN,FALSE,Easy Ship
8472,404-3236213-6087544,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,654,GWALIOR,MADHYA PRADESH,474003,IN,FALSE,Easy Ship
8473,404-3236213-6087544,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,597,GWALIOR,MADHYA PRADESH,474003,IN,FALSE,Easy Ship
8474,404-8565775-0446753,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,744,VELLORE,TAMIL NADU,632002,IN,FALSE,Easy Ship
8475,404-8565775-0446753,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,299,VELLORE,TAMIL NADU,632002,IN,FALSE,Easy Ship
8476,404-8565775-0446753,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,259,VELLORE,TAMIL NADU,632002,IN,FALSE,Easy Ship
8479,405-5792820-2903509,04-25-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,3XL,On the Way,0,INR,551.43,HYDERABAD,TELANGANA,500005,IN,FALSE,Easy Ship
8480,403-8494406-6326735,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,939,BHUBANESWAR,ODISHA,751002,IN,FALSE,Easy Ship
8483,404-5391720-3420341,04-25-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XS,On the Way,0,INR,662.86,GWALIOR,MADHYA PRADESH,474003,IN,FALSE,Easy Ship
8485,402-7976703-5162734,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,291,CHENNAI,TAMIL NADU,600082,IN,FALSE,Easy Ship
8488,406-0030945-1513902,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,591,Kishangarh,RAJASTHAN,305801,IN,FALSE,Easy Ship
8489,171-6520991-0225153,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,666,BENGALURU,KARNATAKA,560067,IN,FALSE,Easy Ship
8492,404-3779381-7608369,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1033,kolkata,WEST BENGAL,700029,IN,TRUE,Easy Ship
8498,403-8705524-1071507,04-25-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,625,AMRITSAR,PUNJAB,143105,IN,FALSE,Easy Ship
8507,407-9230154-1549143,04-25-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,475,KOLKATA,WEST BENGAL,700047,IN,FALSE,Easy Ship
8508,404-0073661-9643533,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1186,ANAND,Gujarat,388001,IN,FALSE,Easy Ship
8513,404-4724851-5241947,04-25-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XS,On the Way,0,INR,662.86,GWALIOR,MADHYA PRADESH,474003,IN,FALSE,Easy Ship
8514,404-4724851-5241947,04-25-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XS,On the Way,0,INR,568.57,GWALIOR,MADHYA PRADESH,474003,IN,FALSE,Easy Ship
8515,403-0231936-7544329,04-25-22,Cancelled,Merchant,Amazon.in,Standard,Blazzer,3XL,On the Way,0,INR,734.29,TALEGAON MIDC,MAHARASHTRA,410507,IN,FALSE,Easy Ship
8516,171-4141902-2426715,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,597,DURGAPUR,WEST BENGAL,713211,IN,FALSE,Easy Ship
8517,406-7938583-1543552,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1126,Hyderabad,TELANGANA,502032,IN,FALSE,Easy Ship
8518,408-6849479-7224320,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,814,GOPALGANJ,BIHAR,841428,IN,FALSE,Easy Ship
8520,406-3821971-2229938,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,692,MUMBAI,MAHARASHTRA,400099,IN,FALSE,Easy Ship
8526,402-4965971-0081923,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,791,HYDERABAD,TELANGANA,500090,IN,FALSE,Easy Ship
8529,402-0886780-8425125,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,487,HYDERABAD,TELANGANA,500089,IN,FALSE,Easy Ship
8532,404-6840653-8065916,04-25-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,3XL,On the Way,0,INR,536.2,SURAT,Gujarat,395005,IN,FALSE,Easy Ship
8536,408-5828660-2110753,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1115,Kolkata,WEST BENGAL,700075,IN,FALSE,Easy Ship
8538,405-2164949-8744365,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,680,NEW DELHI,DELHI,110095,IN,FALSE,Easy Ship
8539,171-0963445-1524364,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,799,KOLKATA,WEST BENGAL,700047,IN,FALSE,Easy Ship
8540,405-9838789-9825942,04-25-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,INR,358.1,PUDUCHERRY,PUDUCHERRY,605110,IN,FALSE,Easy Ship
8542,407-6562161-8597124,04-25-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,579,CUTTACK,ODISHA,753014,IN,FALSE,Easy Ship
8545,402-9658444-5491556,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,597,Dehradun,UTTARAKHAND,248001,IN,FALSE,Easy Ship
8547,407-2877329-6734714,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,AHMEDABAD,Gujarat,382350,IN,FALSE,Easy Ship
8549,406-8908347-4657923,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,771,SECUNDERABAD,TELANGANA,500009,IN,FALSE,Easy Ship
8550,404-2972138-6190750,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,666,MAKRANA,RAJASTHAN,341505,IN,FALSE,Easy Ship
8551,404-4362828-8982718,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1213,BHALWAL,JAMMU & KASHMIR,181122,IN,FALSE,Easy Ship
8552,404-3200652-9490706,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,463,Jangaon,TELANGANA,506167,IN,FALSE,Easy Ship
8553,403-4100927-7660304,04-25-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,3XL,On the Way,0,INR,652.38,Sahibabad,UTTAR PRADESH,201005,IN,FALSE,Easy Ship
8556,171-9964637-6685124,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,547,CHOPRA,WEST BENGAL,733207,IN,FALSE,Easy Ship
8559,403-8072145-4442718,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,597,MANDAWA,RAJASTHAN,333701,IN,FALSE,Easy Ship
8564,402-2057125-3048306,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,999,THANE,MAHARASHTRA,400604,IN,FALSE,Easy Ship
8565,402-2057125-3048306,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,736,THANE,MAHARASHTRA,400604,IN,FALSE,Easy Ship
8566,402-2057125-3048306,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,635,THANE,MAHARASHTRA,400604,IN,FALSE,Easy Ship
8567,406-2826845-3077906,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,599,PUNE,MAHARASHTRA,411048,IN,FALSE,Easy Ship
8569,402-4825297-7553116,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1338,CHAPRA,BIHAR,841301,IN,FALSE,Easy Ship
8570,171-3737944-2832367,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,475,BALURGHAT,WEST BENGAL,733101,IN,FALSE,Easy Ship
8571,402-4880420-7225956,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,459,NAVSARI,Gujarat,396445,IN,FALSE,Easy Ship
8574,403-9810342-5657918,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,329,MAHBUBNAGAR,TELANGANA,509001,IN,FALSE,Easy Ship
8575,406-7712280-8627563,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,499,THIRUVANANTHAPURAM,KERALA,695014,IN,FALSE,Easy Ship
8576,171-5877230-2843507,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,499,Jaunpur,UTTAR PRADESH,222138,IN,FALSE,Easy Ship
8579,408-3428789-5956327,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,0,NORTH WEST DELHI,DELHI,110052,IN,FALSE,Easy Ship
8581,406-4870267-9674762,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,751,WALUJ MIDC,MAHARASHTRA,431136,IN,TRUE,Easy Ship
8583,405-1606503-5089900,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,399,pune,MAHARASHTRA,411014,IN,FALSE,Easy Ship
8585,408-3064845-6540308,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,696,HYDERABAD,TELANGANA,500034,IN,FALSE,Easy Ship
8586,408-6003462-9636342,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,0,MUMBAI,MAHARASHTRA,400014,IN,FALSE,Easy Ship
8590,403-4849367-8893964,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,353,MAHBUBNAGAR,TELANGANA,509001,IN,FALSE,Easy Ship
8592,407-0832067-9047535,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,751,Surendranagar,Gujarat,363001,IN,FALSE,Easy Ship
8593,406-9682176-6002714,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,459,CHENNAI,TAMIL NADU,600018,IN,FALSE,Easy Ship
8596,171-0700906-2360355,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,824,HUBBALLI,KARNATAKA,580024,IN,FALSE,Easy Ship
8598,404-0824115-7209103,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,363,BENGALURU,KARNATAKA,560091,IN,FALSE,Easy Ship
8599,405-4633739-0529165,04-25-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,499,KOLKATA,WEST BENGAL,700027,IN,FALSE,Easy Ship
8601,406-1574197-4433952,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1115,guwahati,ASSAM,781026,IN,FALSE,Easy Ship
8605,402-6567408-9381935,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,654,MUMBAI,MAHARASHTRA,400022,IN,FALSE,Easy Ship
8611,406-4919504-1843531,04-25-22,Cancelled,Merchant,Amazon.in,Standard,Trousers,M,On the Way,0,INR,657.14,ERNAKULAM,KERALA,682015,IN,FALSE,Easy Ship
8614,403-5652631-9324302,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,654,SAGAR,MADHYA PRADESH,470002,IN,FALSE,Easy Ship
8615,404-4654948-0887526,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,459,"GOBINDPUR,Dhanbad",JHARKHAND,828109,IN,FALSE,Easy Ship
8619,405-8547421-1017900,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,399,BENGALURU,KARNATAKA,560091,IN,FALSE,Easy Ship
8622,407-3692421-1174704,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,999,JAUNPURJaunpur,UTTAR PRADESH,222001,IN,FALSE,Easy Ship
8623,406-7911885-9585157,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,295,GUWAHATI,ASSAM,781005,IN,FALSE,Easy Ship
8625,407-7077614-3173143,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Socks,3XL,Shipped,1,INR,518,ATTAYAMPATTI,TAMIL NADU,637501,IN,FALSE,Easy Ship
8628,404-9734995-9404332,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,899,BADI,MADHYA PRADESH,464665,IN,FALSE,Easy Ship
8629,402-5809129-3732323,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,696,kanpur,UTTAR PRADESH,208021,IN,FALSE,Easy Ship
8630,406-5902457-9561934,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,597,JAMSHEDPUR,JHARKHAND,831011,IN,FALSE,Easy Ship
8632,404-7547046-1236327,04-25-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XS,On the Way,0,INR,811.43,JALANDHAR,PUNJAB,144022,IN,FALSE,Easy Ship
8635,406-4681325-4450749,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,474,NEW DELHI,DELHI,110045,IN,FALSE,Easy Ship
8636,407-3081973-1148319,04-25-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,888,GANJ DUNDWARA,UTTAR PRADESH,207242,IN,FALSE,Easy Ship
8640,405-3944773-6991526,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,458,PUNE,MAHARASHTRA,411046,IN,FALSE,Easy Ship
8641,405-3944773-6991526,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,458,PUNE,MAHARASHTRA,411046,IN,FALSE,Easy Ship
8647,407-8243365-1686749,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,363,TIRUNELVELI,TAMIL NADU,627002,IN,FALSE,Easy Ship
8649,408-9282609-4137963,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,0,NEW DELHI,DELHI,110042,IN,FALSE,Easy Ship
8651,408-7935735-0225157,04-25-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XS,On the Way,0,INR,296.19,HYDERABAD,TELANGANA,500072,IN,FALSE,Easy Ship
8654,404-8776088-1230747,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1238,PUNE,MAHARASHTRA,411007,IN,FALSE,Easy Ship
8655,403-6247903-7756334,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,599,KGF,KARNATAKA,563115,IN,FALSE,Easy Ship
8656,403-6247903-7756334,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,613,KGF,KARNATAKA,563115,IN,FALSE,Easy Ship
8658,407-7165656-1943500,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399,Nerul,MAHARASHTRA,400706,IN,FALSE,Easy Ship
8660,408-6427912-8009169,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399,PEHOWA,HARYANA,136128,IN,FALSE,Easy Ship
8661,407-6939909-2997111,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,342,Indore,MADHYA PRADESH,452018,IN,FALSE,Easy Ship
8664,408-3471100-5374729,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1338,BALOTRA,RAJASTHAN,344022,IN,FALSE,Easy Ship
8667,408-5355474-9229911,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,599,COIMBATORE,TAMIL NADU,641012,IN,FALSE,Easy Ship
8669,171-6636368-1270718,04-25-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,540.95,HYDERABAD,TELANGANA,500035,IN,FALSE,Easy Ship
8673,405-4869962-1050709,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,833,MUMBAI,MAHARASHTRA,400042,IN,FALSE,Easy Ship
8674,405-7624845-8486734,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1338,PURNIA,BIHAR,854304,IN,FALSE,Easy Ship
8677,407-1434329-7337124,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,560,ROORKEE,UTTARAKHAND,247667,IN,FALSE,Easy Ship
8681,403-7681005-6950737,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399,Kolkata,WEST BENGAL,700064,IN,FALSE,Easy Ship
8683,403-3901180-8553935,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,597,RANIKHET,UTTARAKHAND,263652,IN,FALSE,Easy Ship
8686,171-5540118-9364312,04-25-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,621.9,DOMBIVLI,MAHARASHTRA,421204,IN,FALSE,Easy Ship
8691,408-6699260-7563553,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,699,MUMBAI,MAHARASHTRA,400060,IN,FALSE,Easy Ship
8697,402-6851645-6310759,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,636,KASGANJ,UTTAR PRADESH,207123,IN,FALSE,Easy Ship
8699,408-6887239-8065912,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,0,PATNA,BIHAR,800014,IN,FALSE,Easy Ship
8700,405-0204974-3479527,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,399,KALOL PANCH MAHALS DISTRICT,Gujarat,389330,IN,FALSE,Easy Ship
8701,408-4207594-3364352,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,259,MUMBAI,MAHARASHTRA,400022,IN,FALSE,Easy Ship
8702,171-1073407-8516367,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,487,NAVI MUMBAI,MAHARASHTRA,400703,IN,FALSE,Easy Ship
